reaction,product,Coefficient of reactants,reaction list,Feature,,,,,,,,,,,,,,,,△G,△G_norm
TP22,TP52,C19H22NO9 + 57/29·O2- + 28/29H+ = 37/29C14H18O6 + 33/29CO2 + NO3-,1.313,-1.313,0,-2.58,0,0,0,-1.267,1.675,1.494,0,0,1.313,-7.94,-7.75,6.86,7.91,-35.52,0.511115395
TP22,TP51,C19H22NO9 + 57/29·O2- + 28/29H+ = 37/29C14H18O6 + 33/29CO2 + NO3-,1.313,-1.313,0,-2.58,0,0,0,-1.267,1.675,1.494,0,0,1.313,-7.94,-7.78,6.86,7.94,-35.48,0.511372398
TP22,TP52,C19H22NO9 + 19/61O2 = 7/6C14H18O6 + 8/3CO2 + H+ + NO3-,1.313,-1.313,-4.156,0,0,0,0,1.313,1.531,3.5,0,0,1.313,-7.94,-7.75,6.86,7.91,-33.63,0.523258802
TP22,TP51,C19H22NO9 + 19/61O2 = 7/6C14H18O6 + 8/3CO2 + H+ + NO3-,1.313,-1.313,-4.156,0,0,0,0,1.313,1.531,3.5,0,0,1.313,-7.94,-7.78,6.86,7.94,-33.59,0.523515806
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-7.75,7.94,6.5,-27.26,0.564186584
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-7.75,7.91,6.5,-27.22,0.564443588
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-7.38,7.94,6,-26.99,0.565921357
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-7.38,7.91,6,-26.95,0.56617836
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-6.1,7.94,5.1,-26.68,0.567913133
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-6.1,7.91,5.1,-26.64,0.568170136
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-8.19,7.94,5.49,-26.09,0.571703932
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-7.6,7.94,5.86,-26.07,0.571832434
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-8.19,7.91,5.49,-26.05,0.571960935
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-7.6,7.91,5.86,-26.03,0.572089437
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-7.24,7.94,5.55,-25.52,0.57536623
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-7.24,7.91,5.55,-25.48,0.575623233
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,1.313,-1.313,4.24,0,0,0,0,-1.313,2.019,-6.663,0,1.313,0,-7.83,#N/A,7.12,#N/A,-25.13,0.577872012
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-8.21,7.94,5.51,-24.74,0.580377795
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-8.21,7.91,5.51,-24.71,0.580570547
TP22,TP53,C19H22NO9 + 57/20·OH = 53/40C14H18O6 + 9/20CO2 + H+ + NO3-,1.313,-1.313,0,0,-3.741,0,0,1.313,1.739,0.591,0,0,1.313,-7.94,-7.68,6.86,8.01,-22.69,0.593549216
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-7.75,7.94,6.5,-22.1,0.597340015
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-7.75,7.91,6.5,-22.08,0.597468517
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-7.38,7.94,6,-21.84,0.599010537
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-7.38,7.91,6,-21.8,0.59926754
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-6.1,7.94,5.1,-21.55,0.600873811
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-6.1,7.91,5.1,-21.51,0.601130815
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-8.19,7.94,5.49,-20.95,0.604728861
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-7.6,7.94,5.86,-20.92,0.604921614
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-8.19,7.91,5.49,-20.92,0.604921614
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-7.6,7.91,5.86,-20.9,0.605050116
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-7.89,7.94,6.41,-20.71,0.606270882
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-7.89,7.91,6.41,-20.55,0.607298895
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-7.24,7.94,5.55,-20.37,0.60845541
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-7.24,7.91,5.55,-20.34,0.608648162
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.78,-7.58,7.94,5.92,-20.16,0.609804677
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.75,-7.58,7.91,5.92,-20.13,0.60999743
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-8.21,7.94,5.51,-19.6,0.613402724
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-8.21,7.91,5.51,-19.57,0.613595477
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.68,-7.75,8.01,6.5,-17.34,0.627923413
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.313,-1.313,0,-1.75,0,0,0,-1.75,1.313,0,6.125,0,0,-7.68,-7.38,8.01,6,-17.06,0.629722436
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-7.75,7.94,6.5,-16.68,0.632163968
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-7.75,7.91,6.5,-16.66,0.63229247
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-7.38,7.94,6,-16.42,0.63383449
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-7.38,7.91,6,-16.38,0.634091493
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-6.1,7.94,5.1,-16.13,0.635697764
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-6.1,7.91,5.1,-16.09,0.635954767
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-8.19,7.94,5.49,-15.53,0.639552814
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-7.6,7.94,5.86,-15.5,0.639745567
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-8.19,7.91,5.49,-15.5,0.639745567
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-7.6,7.91,5.86,-15.47,0.639938319
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-7.58,7.94,5.92,-15.02,0.642829607
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-7.58,7.91,5.92,-14.99,0.643022359
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-7.24,7.94,5.55,-14.95,0.643279363
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-7.24,7.91,5.55,-14.92,0.643472115
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.78,-7.89,7.94,6.41,-14.6,0.645528142
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.75,-7.89,7.91,6.41,-14.56,0.645785145
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-8.21,7.94,5.51,-14.18,0.648226677
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-8.21,7.91,5.51,-14.15,0.648419429
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.68,-7.75,8.01,6.5,-12.19,0.661012593
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.313,-1.313,0,0,-5.25,0,0,0,1.313,0,7.875,0,0,-7.68,-7.38,8.01,6,-11.92,0.662747366
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-7.89,7.94,6.41,-10.01,0.675019275
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-7.89,7.91,6.41,-9.99,0.675147777
TP22,TP52,C19H22NO9 + 57/20·OH = 53/40C14H18O6 + 9/20CO2 + H+ + NO3-,1.313,-1.313,0,0,-3.741,0,0,1.313,1.739,0.591,0,0,1.313,-7.94,-7.75,6.86,7.91,-9.59,0.67771781
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.78,-7.58,7.94,5.92,-9.59,0.67771781
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.75,-7.58,7.91,5.92,-9.57,0.677846312
TP22,TP51,C19H22NO9 + 57/20·OH = 53/40C14H18O6 + 9/20CO2 + H+ + NO3-,1.313,-1.313,0,0,-3.741,0,0,1.313,1.739,0.591,0,0,1.313,-7.94,-7.78,6.86,7.94,-9.56,0.677910563
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.68,-7.75,8.01,6.5,-6.77,0.695836546
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.313,-1.313,-1.313,0,0,0,0,0,1.313,0,5.25,0,0,-7.68,-7.38,8.01,6,-6.51,0.697507068
TP32,TP72,C18H23NO4 +96/13CO2 = 22/13C15H13O5 + 95/26O2 + H+ + NO3-,1.313,-1.313,4.796,0,0,0,0,1.313,2.221,-9.692,0,0,1.313,-7.83,#N/A,7.12,#N/A,-3.68,0.715690054
TP23,TP31,C19H22NO9 + 39/28h+ = 29/28C17H17O6 + 39/28CO2 + 11/28H+ + NH4+,1.313,-1.313,0,0,0,0,-1.828,0.516,1.359,1.828,0,1.313,0,-7.92,-7.84,6.87,7.06,-3.02,0.719930609
TP22,TP31,C19H22NO9 + 39/28h+ = 29/28C17H17O6 + 39/28CO2 + 11/28H+ + NH4+,1.313,-1.313,0,0,0,0,-1.828,0.516,1.359,1.828,0,1.313,0,-7.94,-7.84,6.86,7.06,-2.8,0.721344127
TP22,TP31,C19H22NO9 + 11/7h+ + 3/7CO2= 8/7C17H17O6 + 18/7H+ + NO3-,1.313,-1.313,0,0,0,0,-2.063,3.375,1.5,-0.563,0,0,1.313,-7.94,-7.84,6.86,7.06,19.85,0.866872269
TP23,TP31,C19H22NO9 + 11/7h+ + 3/7CO2= 8/7C17H17O6 + 18/7H+ + NO3-,1.313,-1.313,0,0,0,0,-2.063,3.375,1.5,-0.563,0,0,1.313,-7.92,-7.84,6.87,7.06,21.92,0.880172192
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-7.75,7.94,6.5,-27.3,0.563929581
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-7.75,7.91,6.5,-27.26,0.564186584
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-7.38,7.94,6,-27.02,0.565728604
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-7.38,7.91,6,-26.98,0.565985608
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-6.1,7.94,5.1,-26.72,0.56765613
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-6.1,7.91,5.1,-26.68,0.567913133
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-8.19,7.94,5.49,-26.13,0.571446929
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-7.6,7.94,5.86,-26.1,0.571639681
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-8.19,7.91,5.49,-26.09,0.571703932
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-7.6,7.91,5.86,-26.06,0.571896685
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-7.24,7.94,5.55,-25.55,0.575173477
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-7.24,7.91,5.55,-25.51,0.575430481
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-8.21,7.94,5.51,-24.78,0.580120792
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-8.21,7.91,5.51,-24.75,0.580313544
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-7.75,7.94,6.5,-21.87,0.598817785
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-7.38,7.94,6,-21.87,0.598817785
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-7.75,7.91,6.5,-21.83,0.599074788
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-7.38,7.91,6,-21.83,0.599074788
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-6.1,7.94,5.1,-21.58,0.600681059
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-6.1,7.91,5.1,-21.54,0.600938062
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-8.19,7.94,5.49,-20.98,0.604536109
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-7.6,7.94,5.86,-20.95,0.604728861
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-8.19,7.91,5.49,-20.95,0.604728861
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-7.6,7.91,5.86,-20.93,0.604857363
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-7.89,7.94,6.41,-20.6,0.606977641
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-7.89,7.91,6.41,-20.58,0.607106142
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-7.24,7.94,5.55,-20.4,0.608262657
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-7.24,7.91,5.55,-20.37,0.60845541
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.78,-7.58,7.94,5.92,-20.19,0.609611925
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.75,-7.58,7.91,5.92,-20.16,0.609804677
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-8.21,7.94,5.51,-19.62,0.613274223
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-8.21,7.91,5.51,-19.6,0.613402724
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.68,-7.75,8.01,6.5,-17.36,0.627794911
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.314,-1.314,0,-1.753,0,0,0,-1.753,1.314,0,6.134,0,0,-7.68,-7.38,8.01,6,-17.09,0.629529684
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.78,-7.75,7.94,6.5,-16.71,0.631971216
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.75,-7.75,7.91,6.5,-16.68,0.632163968
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.78,-7.38,7.94,6,-16.44,0.633705988
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.75,-7.38,7.91,6,-16.4,0.633962992
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.78,-6.1,7.94,5.1,-16.15,0.635569262
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.75,-6.1,7.91,5.1,-16.11,0.635826266
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.78,-8.19,7.94,5.49,-15.55,0.639424313
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.78,-7.6,7.94,5.86,-15.52,0.639617065
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.75,-8.19,7.91,5.49,-15.52,0.639617065
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.75,-7.6,7.91,5.86,-15.5,0.639745567
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-7.89,7.94,6.41,-15.46,0.64000257
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-7.89,7.91,6.41,-15.43,0.640195323
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.78,-7.58,7.94,5.92,-15.04,0.642701105
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.75,-7.58,7.91,5.92,-15.01,0.642893858
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.78,-7.24,7.94,5.55,-14.97,0.643150861
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.75,-7.24,7.91,5.55,-14.94,0.643343613
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.78,-8.21,7.94,5.51,-14.2,0.648098175
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.314,-1.314,-1.314,0,0,0,0,0,1.314,0,5.258,0,0,-7.75,-8.21,7.91,5.51,-14.17,0.648290928
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.314,-1.314,0,0,-5.258,0,0,0,1.314,0,7.886,0,0,-7.68,-7.75,8.01,6.5,-11.93,0.662683115
